station,glatos_array,station_no,consecutive_deploy_no,intend_lat,intend_long,deploy_lat,deploy_long,recover_lat,recover_long,deploy_date_time,recover_date_time,bottom_depth,riser_length,instrument_depth,ins_model_no,glatos_ins_frequency,ins_serial_no,deployed_by,comments,glatos_seasonal,glatos_project,glatos_vps
BHE-032,BHE,32,3,,,42.87752,-78.90124,,,2016-03-30 14:30:00,2016-10-12 12:23:00,7.85,,6.55,VR2W,69,128878,"Withers, J.","",Yes,BHLAS,No
CTT-002,CTT,2,2,,,42.56936,-79.11679,,,2016-03-30 14:45:00,2016-07-14 18:30:00,,,,VR2W,69,112972,EL CW CH,rebar concrete mooring; cable around most downstream piling,Yes,LEPSL,No
CTT-002,CTT,2,2,,,42.56936,-79.11679,,,2016-03-30 14:45:00,2016-07-14 18:30:00,,,,VR2180,180,301567,EL CW CH,rebar concrete mooring; cable around most downstream piling,Yes,LEPSL,No
BHE-024,BHE,24,3,,,42.87049,-78.94433,,,2016-03-30 15:30:00,2016-10-19 12:19:00,7.7,,6.4,VR2W,69,124295,"Withers, J.","",Yes,BHLAS,No
BHE-025,BHE,25,3,,,42.87028,-78.93212,,,2016-03-30 15:42:00,2016-10-19 12:44:00,9.57,,8.27,VR2W,69,124298,"Withers, J.",Hobo set to record once every 30 min. Datapoint 10 on ysi,Yes,BHLAS,No
BHE-026,BHE,26,3,,,42.87006,-78.91985,,,2016-03-30 15:49:00,2016-10-19 13:46:00,9.02,,7.72,VR2W,69,124303,"Withers, J.","",Yes,BHLAS,No
BHE-027,BHE,27,3,,,42.86984,-78.90763,,,2016-03-30 15:56:00,2016-10-19 14:06:00,9.3,,8,VR2W,69,126687,"Withers, J.","",Yes,BHLAS,No
BHE-023,BHE,23,2,,,42.86173,-78.88958,,,2016-03-30 16:07:00,,8.54,,7.24,VR2W,69,127869,"Withers, J.",Hobo set to record once every 30 min. Datapoint 11 on ysi,Yes,BHLAS,No
BHE-028,BHE,28,3,,,42.86960,-78.89540,,,2016-03-30 17:03:00,,7.85,,6.55,VR2W,69,124309,"Withers, J.","",Yes,BHLAS,No
BHE-037,BHE,37,1,,,42.93824,-78.91357,,,2016-03-30 17:51:00,2016-07-13 14:00:00,5.76,,5.26,VR2W,69,128877,"Withers, J.",Curent is very fast so all waypoints may be upriver of actual deployment locations. Pyramid anchor wpt not taken,Yes,BHLAS,No
BHE-041,BHE,41,1,,,42.95799,-78.96413,,,2016-03-30 18:08:00,2016-07-13 14:31:00,4.83,,4.33,VR2W,69,127880,"Withers, J.","",Yes,BHLAS,No
BHE-046,BHE,46,1,,,42.98478,-79.01287,,,2016-03-30 18:24:00,2016-09-27 13:15:00,4.85,,4.35,VR2W,69,128098,"Withers, J.","",Yes,BHLAS,No
BHE-044,BHE,44,1,,,42.98093,-79.01817,,,2016-03-30 18:34:00,2016-07-12 15:30:00,6.01,,5.51,VR2W,69,126685,"Withers, J.","",Yes,BHLAS,No
GRO-001,GRO,1,2,,,42.86675,-79.57433,,,2016-03-30 19:18:00,2016-07-13 16:35:00,,,,VR2W,69,109987,EL CW CH,mud mount,Yes,LEPSL,No
GRO-001,GRO,1,2,,,42.86675,-79.57433,,,2016-03-30 19:18:00,2016-07-13 16:35:00,,,,VR2180,180,301592,EL CW CH,mud mount,Yes,LEPSL,No
GRO-002,GRO,2,2,,,42.88333,-79.57840,,,2016-03-30 20:07:00,2016-07-13 16:45:00,,,,VR2180,180,301575,EL CW CH,mud mount,Yes,LEPSL,No
GRO-002,GRO,2,2,,,42.88333,-79.57840,,,2016-03-30 20:07:00,2016-07-13 16:45:00,,,,VR2W,69,109950,EL CW CH,mud mount,Yes,LEPSL,No
YNG-002,YNG,2,1,,,42.75606,-80.25952,,,2016-03-30 22:18:00,2016-07-13 18:15:00,,,,VR2180,180,301591,EL CW CH,attached to cable hanging off trap handrail,Yes,LEPSL,No
SWC-001,SWC,1,1,41.99000,-83.28389,41.99000,-83.28389,41.99010,-83.28390,2016-03-31 15:35:00,2016-11-10 16:57:00,7.67,0.3,7.67,VR2,69,125645,Cleyo Harris,"",Yes,LEGRC,No
BGC-003,BGC,3,1,,,42.75888,-80.50373,,,2016-03-31 16:05:00,2016-07-13 12:27:00,,,,VR2180,180,301577,EL CW CH,attached to cable hanging off trap handrail,Yes,LEPSL,No
OTC-001,OTC,1,1,,,41.84441,-83.41063,41.84440,-83.41060,2016-03-31 17:20:00,2016-11-22 20:53:00,1.98,0.3,1.68,VR2,69,119323,Cleyo Harris,"",Yes,LEGRC,No
OTC-002,OTC,2,1,,,41.84387,-83.41928,41.84390,-83.41930,2016-03-31 17:40:00,2016-11-22 20:37:00,2.74,0.3,2.44,VR2,69,109460,Cleyo Harris,"",Yes,LEGRC,No
FRS-001,FRS,1,1,,,42.67879,-80.36819,,,2016-03-31 19:00:00,2016-07-13 14:20:00,,,,VR2180,180,301601,EL CW CH,straight rebar; no snagline; 4 ft out from red osier dogwood; 10 ft downstream from end of culvert,Yes,LEPSL,No
OAR-001,OAR,1,1,,,41.73132,-83.46703,41.73130,-83.46700,2016-03-31 19:10:00,2016-11-22 18:25:00,2.13,0.3,1.83,VR2,69,113216,Cleyo Harris,"",Yes,LEGRC,No
FWE-001,FWE,1,1,,,42.69556,-82.49130,,,2016-04-01 15:35:00,2016-08-12 17:16:00,,,,VR2W,69,122438,"",deployed by USGS GLSC (Hondorp),No,HECSL,No
FWE-002,FWE,2,1,,,42.70081,-82.48567,,,2016-04-01 15:35:00,2016-08-12 16:55:00,,,,VR2W,69,122439,"",deployed by USGS GLSC (Hondorp),No,HECSL,No
FWW-001,FWW,1,1,,,42.70078,-82.49975,,,2016-04-01 15:35:00,2016-08-12 17:54:00,,,,VR2W,69,109443,"",deployed by USGS GLSC (Hondorp),No,HECSL,No
FWW-002,FWW,2,1,,,42.69948,-82.49545,,,2016-04-01 15:35:00,2016-08-12 17:39:00,,,,VR2W,69,109431,"",deployed by USGS GLSC (Hondorp),No,HECSL,No
WLW-001,WLW,1,1,,,42.64413,-82.51192,,,2016-04-01 15:35:00,2016-10-20 14:42:00,,,,VR2W,69,109410,"",deployed by USGS GLSC (Hondorp),No,HECSL,No
WLW-002,WLW,2,1,,,42.64347,-82.50729,,,2016-04-01 15:35:00,2016-10-20 14:53:00,,,,VR2W,69,109986,"",deployed by USGS GLSC (Hondorp),No,HECSL,No
LGR-009,LGR,9,1,,,43.06350,-79.93051,,,2016-04-04 14:23:00,2016-05-24 13:45:00,1,,1,VR2W,69,109961,"MacDougall T, Norrie D",,Yes,EGRWE,No
LOC-001,LOC,1,1,,,42.74548,-80.83301,,,2016-04-04 21:00:00,2016-07-12 22:00:00,,,,VR2180,180,301565,EL CW CH,8 ft straight rebar bent downstream; cabled to hemlock; ,Yes,LEPSL,No
YNG-001,YNG,1,1,,,42.75489,-80.25729,,,2016-04-05 13:00:00,2016-07-13 18:30:00,,,,VR2180,180,301582,EL CW CH,cabled to most upstream bridge piling; need cable cutters,Yes,LEPSL,No
BLK-001,BLK,1,2,,,42.98447,-82.44099,,,2016-04-05 15:56:00,2016-09-07 18:00:00,,,,VR2W,69,109433,"",deployed by USGS GLSC (Hondorp),Yes,HECSL,No
BLK-002,BLK,2,2,,,42.99553,-82.45033,,,2016-04-05 16:13:00,2016-08-04 15:04:00,,,,VR2W,69,109902,"",deployed by USGS GLSC (Hondorp),Yes,HECSL,No
BHE-056,BHE,56,1,,,43.05174,-79.00198,,,2016-04-05 16:46:00,2016-09-27 15:00:00,4.58,,4.08,VR2W,69,126689,"Withers, J.","",Yes,BHLAS,No
STE-002,STE,2,1,,,42.88973,-82.45625,,,2016-04-05 16:52:00,2016-08-26 13:44:00,,,,VR2W,69,109979,"",deployed by USGS GLSC (Hondorp),No,HECSL,No
STE-001,STE,1,1,,,42.87479,-82.46313,,,2016-04-05 17:02:00,2016-08-26 14:15:00,,,,VR2W,69,125650,"",deployed by USGS GLSC (Hondorp),No,HECSL,No
TSR-008,TSR,8,4,,,41.63372,-83.01971,,,2016-04-05 17:03:00,2016-06-20 21:00:00,4.572,,,VR2AR,69,546149,,,No,LEWAE,Yes
BGS-001,BGS,1,1,,,42.65912,-79.06113,,,2016-04-05 17:10:00,2016-07-14 16:40:00,,,,VR2180,180,301594,EL CW CH,about 30 yds downstream from footbridge on rebar 4 ft stock stuck in mud,Yes,LEPSL,No
BHE-055,BHE,55,1,,,43.05818,-79.02426,,,2016-04-05 17:10:00,2016-07-13 15:21:00,5.91,,5.41,VR2W,69,128876,"Withers, J.","",Yes,BHLAS,No
STW-002,STW,2,1,,,42.87862,-82.47038,,,2016-04-05 17:13:00,2016-08-26 14:30:00,,,,VR2W,69,109917,"",deployed by USGS GLSC (Hondorp),No,HECSL,No
STW-001,STW,1,1,,,42.88866,-82.47424,,,2016-04-05 17:23:00,2016-08-26 14:45:00,,,,VR2W,69,109949,"",deployed by USGS GLSC (Hondorp),No,HECSL,No
BHE-060,BHE,60,1,,,43.06916,-79.00527,,,2016-04-05 17:24:00,2016-09-27 15:43:00,5.17,,4.67,VR2W,69,124302,"Withers, J.","",Yes,BHLAS,No
BGS-002,BGS,2,1,,,42.65686,-79.05889,,,2016-04-05 17:40:00,2016-07-14 16:55:00,,,,VR2180,180,301590,EL CW CH,upstream of L. Shore Dr. bridge; downstream of treatment plan; 5 ft upstream of drainage ditch on 4 ft rebar with small floating loop; need boat hook for recovery,Yes,LEPSL,No
BHE-061,BHE,61,1,,,43.07094,-79.00548,,,2016-04-05 17:47:00,2016-07-13 16:45:00,5.21,,4.71,VR2W,69,124316,"Withers, J.","",Yes,BHLAS,No
BHE-062,BHE,62,1,,,43.07272,-79.00575,,,2016-04-05 17:54:00,2016-04-11 00:00:00,6.54,,5.24,VR2W,69,126676,"Withers, J.","",Yes,BHLAS,No
PNE-001,PNE,1,2,,,42.81203,-82.49945,,,2016-04-05 18:00:00,2016-09-07 20:00:00,,,,VR2W,69,109427,"",deployed by USGS GLSC (Hondorp),Yes,HECSL,No
PNE-002,PNE,2,2,,,42.81668,-82.49513,,,2016-04-05 18:08:00,2016-08-04 17:30:00,,,,VR2W,69,109452,"",deployed by USGS GLSC (Hondorp),Yes,HECSL,No
BHE-057,BHE,57,1,,,43.06505,-78.95461,,,2016-04-05 18:10:00,2016-04-14 00:00:00,5.46,,4.16,VR2W,69,127881,"Withers, J.","",Yes,BHLAS,No
DLW-001,DLW,1,1,,,42.64381,-79.06290,,,2016-04-05 18:15:00,2016-07-14 17:15:00,,,,VR2180,180,301573,EL CW CH,on 4 ft rebar stuck in mud; mid channel downstream of L. Shore Dr bridge; need boat hook for recovery,Yes,LEPSL,No
BHE-059,BHE,59,1,,,43.06902,-78.95513,,,2016-04-05 18:17:00,2016-07-12 18:54:00,5,,3.7,VR2W,69,124314,"Withers, J.","",Yes,BHLAS,No
DLW-002,DLW,2,1,,,42.64312,-79.06188,,,2016-04-05 18:30:00,2016-07-14 17:30:00,,,,VR2180,180,301600,EL CW CH,on 4 ft rebar stuck in mud; behind utility district building over steep bank; bring boat hook and rope ladder for recovery,Yes,LEPSL,No
CTT-003,CTT,3,1,,,42.48128,-78.69993,,,2016-04-05 20:15:00,2016-07-14 15:05:00,,,,VR2180,180,301580,EL CW CH,hanging on steel cable off trap wing,Yes,LEPSL,No
CND-002,CND,2,1,,,42.47381,-79.36326,,,2016-04-06 13:50:00,2016-07-15 11:10:00,,,,VR2180,180,301583,EL CW CH,rebar in cement mooring; rebar bent downstream; over bank from Chatauqua Rehab Center; Bring hammerdrill to make anchor point for overwinter deployment,Yes,LEPSL,No
VBB-001,VBB,1,1,,,42.46317,-79.40133,,,2016-04-06 14:15:00,2016-06-10 15:22:00,4.6,,,VR2W,69,109462,Robinson J,,Yes,ELEWE,No
CND-001,CND,1,1,,,42.47561,-79.36691,,,2016-04-06 14:25:00,2016-07-15 11:30:00,,,,VR2180,180,301598,EL CW CH,rebar in cement mooring; rebar bent downstream; at end of rock pier,Yes,LEPSL,No
BHE-042,BHE,42,1,,,42.97627,-78.94387,,,2016-04-06 15:35:00,2016-09-28 13:40:00,8.12,,7.12,VR2W,69,128100,"Withers, J.","",Yes,BHLAS,No
BHE-043,BHE,43,1,,,42.97710,-78.94110,,,2016-04-06 15:48:00,,7.17,,6.67,VR2W,69,126680,"Withers, J.","",Yes,BHLAS,No
BHE-048,BHE,48,1,,,43.01091,-78.91097,,,2016-04-06 16:17:00,2016-09-28 13:07:00,7.76,,6.76,VR2T,69,480434,"Withers, J.","",Yes,BHLAS,No
BHE-047,BHE,47,1,,,43.01307,-78.91243,,,2016-04-06 16:32:00,,8.86,,8.36,VR2W,69,126679,"Withers, J.","",Yes,BHLAS,No
BHE-053,BHE,53,1,,,43.04722,-78.89957,,,2016-04-06 16:54:00,2016-09-28 16:35:00,3.5,,2.5,VR2T,69,480433,"Withers, J.","",Yes,BHLAS,No
BHE-052,BHE,52,1,,,43.04560,-78.90137,,,2016-04-06 17:13:00,2016-07-12 17:55:00,3.48,,2.98,VR2W,69,127870,"Withers, J.","",Yes,BHLAS,No
BHE-054,BHE,54,1,,,43.04896,-78.89762,,,2016-04-06 17:25:00,2016-09-27 18:00:00,3.63,,3.13,VR2W,69,124318,"Withers, J.","",Yes,BHLAS,No
CRK-001,CRK,1,1,,,41.99967,-80.42988,,,2016-04-06 17:40:00,2016-07-15 13:25:00,,,,VR2180,180,301569,EL CW CH,on 3 ft rebar driven at angle under rootball just downstream of ledge,Yes,LEPSL,No
BHE-058,BHE,58,1,,,43.06703,-78.95487,,,2016-04-06 17:47:00,2016-09-28 15:54:00,4.93,,3.93,VR2W,69,126681,"Withers, J.","",Yes,BHLAS,No
CRK-002,CRK,2,1,,,41.99930,-80.42789,,,2016-04-06 17:50:00,2016-07-15 13:25:00,,,,VR2180,180,301589,EL CW CH,on 4 ft rebar driven at angle under log jam; just downstream of hewn timber,Yes,LEPSL,No
RCC-001,RCC,1,1,,,41.98954,-80.48191,,,2016-04-06 19:15:00,2016-07-15 14:15:00,,,,VR2180,180,301585,EL CW CH,on rebar driven under tres growing sideways off bank; park side of river; bring rebar puller for recovery,Yes,LEPSL,No
RCC-002,RCC,2,1,,,41.98901,-80.48044,,,2016-04-06 19:35:00,2016-07-15 14:25:00,,,,VR2180,180,301604,EL CW CH,on rebar; in clump of trees opposite road/park; just upstream of bridge,Yes,LEPSL,No
GRN-003,GRN,3,1,,,41.75656,-80.94391,,,2016-04-06 21:15:00,2016-07-15 18:00:00,,,,VR2180,180,301564,EL CW CH,on chain of cement mooring; set at bottom of apron below trap site on park side of dam,Yes,LEPSL,No
PLC-001,PLC,1,3,,,41.88367,-83.35420,41.88370,-83.35420,2016-04-07 12:05:00,2016-11-22 15:35:00,4.27,0.3,3.96,VR2,69,122449,Cleyo Harris,"",Yes,LEGRC,No
PLC-002,PLC,2,1,,,41.87780,-83.35331,41.87780,-83.35330,2016-04-07 12:22:00,2016-11-22 16:19:00,2.13,0.3,1.83,VR2,69,109498,Cleyo Harris,"",Yes,LEGRC,No
BIN-001,BIN,1,1,,,42.34846,-82.99271,,,2016-04-07 13:08:00,2016-08-18 15:08:00,,,,VR2W,69,110005,"",deployed by USGS GLSC (Hondorp),No,HECSL,No
BIN-002,BIN,2,1,,,42.34390,-82.98992,,,2016-04-07 13:19:00,2016-08-18 14:44:00,,,,VR2W,69,122446,"",deployed by USGS GLSC (Hondorp),No,HECSL,No
OAR-002,OAR,2,1,,,41.72489,-83.47906,41.72490,-83.47910,2016-04-07 14:25:00,2016-11-22 17:52:00,1.83,0.3,1.52,VR2,69,125638,Cleyo Harris,"",Yes,LEGRC,No
HWC-001,HWC,1,1,,,41.73768,-83.47957,41.73770,-83.47960,2016-04-07 15:25:00,2016-11-22 18:55:00,2.99,0.3,2.68,VR2,69,109456,Cleyo Harris,"",Yes,LEGRC,No
SHH-001,SHH,1,1,,,42.31642,-79.65578,,,2016-04-11 14:15:00,2016-06-10 14:20:00,4.6,,,VR2W,69,109514,Robinson J,,Yes,ELEWE,No
PES-005,PES,5,2,44.97390,-87.65485,44.97390,-87.65485,44.97390,-87.65485,2016-04-11 14:31:00,2016-05-25 14:30:00,,,,VR2W,69,114409,"","",Yes,GBSTG,No
BOB-001,BOB,1,1,,,42.36572,-79.55270,,,2016-04-11 14:48:00,2016-06-10 14:43:00,4.6,,,VR2W,69,109944,Robinson J,,Yes,ELEWE,No
BRS-001,BRS,1,1,,,42.42135,-79.44898,,,2016-04-11 15:11:00,2016-06-10 15:04:00,4.6,,,VR2W,69,109973,Robinson J,,Yes,ELEWE,No
NSA-001,NSA,1,1,,,42.51040,-79.29858,,,2016-04-11 15:49:00,2016-06-10 15:47:00,4.6,,,VR2W,69,119318,Robinson J,,Yes,ELEWE,No
GRO-001,GRO,1,3,,,41.74111,-81.27867,,,2016-04-11 16:30:00,2016-06-15 19:30:00,3.4,,,VR2W,69,109908,,,Yes,LEWAE,No
ZHR-001,ZHR,1,3,,,41.77364,-81.22750,,,2016-04-11 18:30:00,,6.7056,,,VR2W,69,122140,,,Yes,LEWAE,No
LKS-001,LKS,1,1,,,42.80973,-78.86965,,,2016-04-12 04:29:00,2016-12-04 17:00:00,4.6,,,VR2W,69,109969,Robinson J,,Yes,ELEWE,No
EVB-001,EVB,1,1,,,42.65783,-79.08385,,,2016-04-12 14:31:00,2016-06-10 16:31:00,4.6,,,VR2W,69,109909,Robinson J,,Yes,ELEWE,No
FOX-003,FOX,3,2,44.44980,-88.06459,44.44980,-88.06459,44.44980,-88.06459,2016-04-12 15:10:00,2016-05-26 15:30:00,,,,VR2W,69,108361,"Donofrio, Michael C","",No,GBSTG,No
OCO-004,OCO,4,2,44.88425,-87.90388,44.88425,-87.90388,44.88425,-87.90388,2016-04-12 16:20:00,2016-05-25 05:30:00,,,,VR2W,69,113458,"","",No,GBSTG,No
SLR-032,SLR,32,1,,,46.65527,-92.20208,,,2016-04-12 19:00:00,2016-07-20 16:18:00,6.1,,,VR2W,69,127688,,Oliver,No,SLRST,No
HAM-010,HAM,10,2,,,43.26856,-79.78150,,,2016-04-13 10:00:00,2016-10-24 04:00:00,,,,VR2W,69,127835,,"",Yes,HAMLO,No
HAM-012,HAM,12,2,,,43.30048,-79.80591,,,2016-04-13 10:00:00,2016-10-28 04:00:00,,,,VR2W,69,127839,,"",No,HAMLO,No
HAM-013,HAM,13,2,,,43.29686,-79.80135,,,2016-04-13 10:00:00,2016-10-24 04:00:00,,,,VR2W,69,127846,,"",No,HAMLO,No
HAM-018,HAM,18,2,,,43.27250,-79.87839,,,2016-04-13 10:00:00,2016-10-25 04:00:00,,,,VR2W,69,127840,,"",No,HAMLO,No
HAM-021,HAM,21,2,,,43.28532,-79.82618,,,2016-04-13 10:00:00,2016-10-28 04:00:00,,,,VR2W,69,127841,,"",No,HAMLO,No
BHE-050,BHE,50,1,,,43.02572,-79.01930,,,2016-04-13 14:09:00,2016-09-28 15:00:00,5.99,,4.99,VR2W,69,124306,"Withers, J.","",Yes,BHLAS,No
BHE-049,BHE,49,1,,,43.02683,-79.02136,,,2016-04-13 14:23:00,2016-07-13 15:27:00,5.08,,4.58,VR2W,69,124307,"Withers, J.","",Yes,BHLAS,No
BHE-051,BHE,51,1,,,43.02461,-79.01723,,,2016-04-13 14:35:00,2016-09-27 14:13:00,5.42,,4.92,VR2W,69,126677,"Withers, J.","",Yes,BHLAS,No
CLN-001,CLN,1,2,,,42.59216,-82.80050,,,2016-04-13 15:04:00,2016-09-09 14:54:00,,,,VR2W,69,109517,"",deployed by USGS GLSC (Hondorp),Yes,HECSL,No
BHE-040,BHE,40,1,,,42.95633,-78.96631,,,2016-04-13 15:22:00,2016-09-28 14:13:00,7.38,,6.38,VR2W,69,124317,"Withers, J.","",Yes,BHLAS,No
CLN-002,CLN,2,2,,,42.59415,-82.81629,,,2016-04-13 15:26:00,2016-09-09 15:13:00,,,,VR2W,69,113228,"",deployed by USGS GLSC (Hondorp),Yes,HECSL,No
BHE-039,BHE,39,1,,,42.95465,-78.96854,,,2016-04-13 15:41:00,2016-09-28 14:17:00,7.76,,6.76,VR2W,69,126678,"Withers, J.","",Yes,BHLAS,No
BHE-036,BHE,36,1,,,42.93747,-78.91554,,,2016-04-13 15:56:00,2016-04-20 00:00:00,6.5,,5.5,VR2W,69,127865,"Withers, J.","",Yes,BHLAS,No
BHE-045,BHE,45,1,,,42.98286,-79.01551,,,2016-04-13 15:58:00,2016-09-11 13:11:00,6.54,,5.54,VR2W,69,124300,"Withers, J.","",Yes,BHLAS,No
THA-001,THA,1,2,,,42.31677,-82.44160,,,2016-04-13 17:01:00,2016-08-23 18:09:00,,,,VR2W,69,109941,"",deployed by USGS GLSC (Hondorp),Yes,HECSL,No
THA-002,THA,2,2,,,42.32149,-82.43182,,,2016-04-13 17:08:00,2016-08-23 18:32:00,,,,VR2W,69,109127,"",deployed by USGS GLSC (Hondorp),Yes,HECSL,No
BHE-038,BHE,38,1,,,42.93894,-78.91145,,,2016-04-13 18:48:00,2016-06-23 13:40:00,6.45,,5.15,VR2W,69,127871,"Withers, J.","",Yes,BHLAS,No
SLR-015,SLR,15,1,,,46.72637,-92.14364,,,2016-04-13 19:30:00,2016-07-18 19:36:00,7.92,,,VR2W,69,127686,,Swing Deep,No,SLRST,No
SLR-031,SLR,31,1,,,46.72504,-92.14097,,,2016-04-13 20:00:00,2016-07-18 20:00:00,3.05,,,VR2W,69,127685,,Swing Shallow,No,SLRST,No
HAM-014,HAM,14,2,,,43.28466,-79.87537,,,2016-04-14 10:00:00,2016-10-25 04:00:00,,,,VR2W,69,126876,,"",No,HAMLO,No
HAM-015,HAM,15,2,,,43.29361,-79.85564,,,2016-04-14 10:00:00,2016-10-31 04:00:00,,,,VR2W,69,127828,,"",No,HAMLO,No
HAM-025,HAM,25,2,,,43.30979,-79.81135,,,2016-04-14 10:00:00,2016-10-26 04:00:00,,,,VR2W,69,127843,,"",No,HAMLO,No
HAM-009,HAM,9,2,,,43.28036,-79.80383,,,2016-04-14 10:00:00,2016-10-28 04:00:00,,,,VR2W,69,127827,,"",No,HAMLO,No
TSR-001,TSR,1,1,,,41.58589,-83.06536,41.58590,-83.06540,2016-04-14 14:11:00,2016-11-02 17:21:00,2.74,0.3,2.44,VR2,69,125619,Cleyo Harris,"",Yes,LEGRC,No
TSR-002,TSR,2,1,,,41.58504,-83.07371,41.58500,-83.07370,2016-04-14 14:42:00,2016-11-02 17:30:00,1.83,0.3,1.52,VR2,69,109434,Cleyo Harris,"",Yes,LEGRC,No
SLR-033,SLR,33,1,,,46.66365,-92.28666,,,2016-04-14 15:10:00,2016-07-20 17:20:00,3.05,,,VR2W,69,127690,,Hwy 23,Yes,SLRST,No
PGR-001,PGR,1,1,,,41.51495,-82.95940,41.51500,-82.95940,2016-04-14 16:34:00,2016-11-02 15:35:00,1.83,0.3,1.52,VR2,69,114483,Cleyo Harris,"",Yes,LEGRC,No
PGR-002,PGR,2,1,,,41.51672,-82.95882,41.51670,-82.95880,2016-04-14 16:50:00,2016-11-02 15:54:00,2.44,0.3,2.13,VR2,69,119328,Cleyo Harris,"",Yes,LEGRC,No
DUN-001,DUN,1,3,,,42.50212,-79.35815,,,2016-04-15 12:02:00,2016-11-17 12:12:00,19.2,,,VR2W,69,124305,Robinson J,,Yes,ELEWE,No
DUN-002,DUN,2,3,,,42.52622,-79.36680,,,2016-04-15 12:22:00,2016-11-15 12:30:00,23.2,,,VR2W,69,126182,Robinson J,,Yes,ELEWE,No
DUN-003,DUN,3,3,,,42.54938,-79.37430,,,2016-04-15 12:44:00,2016-11-17 12:42:00,31.1,,,VR2W,69,128744,Robinson J,,Yes,ELEWE,No
DUN-004,DUN,4,3,,,42.57368,-79.38225,,,2016-04-15 13:04:00,2016-11-17 13:03:00,32.6,,,VR2W,69,126172,Robinson J,,Yes,ELEWE,No
DUN-005,DUN,5,3,,,42.59688,-79.39150,,,2016-04-15 13:23:00,2016-11-17 13:21:00,30.8,,,VR2W,69,128742,Robinson J,,Yes,ELEWE,No
DUN-006,DUN,6,3,,,42.61908,-79.40332,,,2016-04-15 13:59:00,2016-11-17 13:40:00,30.5,,,VR2W,69,126178,Robinson J,,Yes,ELEWE,No
DUN-007,DUN,7,3,,,42.64332,-79.40877,,,2016-04-15 14:18:00,2016-11-17 14:01:00,29.3,,,VR2W,69,126181,Robinson J,,Yes,ELEWE,No
TAR-056,TAR,56,1,,,46.55656,-85.04544,,,2016-04-15 14:30:00,2016-06-10 17:00:00,3.1,0.5,2.6,VR2W,69,127498,Gardner W,"",Yes,LSELS,No
BLE-001,BLE,1,2,,,42.71630,-82.49772,,,2016-04-15 14:56:00,2016-08-12 16:12:00,,,,VR2W,69,122440,"",deployed by USGS GLSC (Hondorp),Yes,HECSL,No
DUN-008,DUN,8,3,,,42.66808,-79.41755,,,2016-04-15 14:57:00,2016-11-17 14:21:00,28,,,VR2W,69,126175,Robinson J,,Yes,ELEWE,No
BLE-002,BLE,2,2,,,42.72030,-82.49660,,,2016-04-15 15:01:00,2016-08-12 16:26:00,,,,VR2W,69,113803,"",deployed by USGS GLSC (Hondorp),Yes,HECSL,No
DUN-009,DUN,9,3,,,42.69132,-79.42807,,,2016-04-15 15:20:00,2016-11-17 14:37:00,28.3,,,VR2W,69,128743,Robinson J,,Yes,ELEWE,No
MGE-002,MGE,2,1,,,42.82640,-82.47237,,,2016-04-15 15:37:00,2016-08-12 15:02:00,,,,VR2W,69,109885,"",deployed by USGS GLSC (Hondorp),No,HECSL,No
DUN-010,DUN,10,3,,,42.71403,-79.43683,,,2016-04-15 15:41:00,2016-11-17 15:01:00,28.7,,,VR2W,69,125684,Robinson J,,Yes,ELEWE,No
MGE-001,MGE,1,1,,,42.82703,-82.47768,,,2016-04-15 15:42:00,2016-08-12 14:07:00,,,,VR2W,69,112959,"",deployed by USGS GLSC (Hondorp),No,HECSL,No
MGW-001,MGW,1,1,,,42.82779,-82.48345,,,2016-04-15 15:51:00,2016-08-12 13:46:00,,,,VR2W,69,109880,"",deployed by USGS GLSC (Hondorp),No,HECSL,No
MGW-002,MGW,2,1,,,42.82597,-82.48076,,,2016-04-15 15:58:00,2016-08-12 13:28:00,,,,VR2W,69,119390,"",deployed by USGS GLSC (Hondorp),No,HECSL,No
DUN-011,DUN,11,3,,,42.73735,-79.44455,,,2016-04-15 16:04:00,2016-11-17 15:25:00,20.1,,,VR2W,69,126180,Robinson J,,Yes,ELEWE,No
DUN-012,DUN,12,3,,,42.76128,-79.45203,,,2016-04-15 16:23:00,2016-11-17 15:46:00,17.7,,,VR2W,69,126174,Robinson J,,Yes,ELEWE,No
DUN-013,DUN,13,3,,,42.78400,-79.46188,,,2016-04-15 16:41:00,2016-11-17 16:03:00,20.1,,,VR2W,69,126169,Robinson J,,Yes,ELEWE,No
DUN-014,DUN,14,3,,,42.80785,-79.47045,,,2016-04-15 17:00:00,2016-11-17 16:21:00,20.7,,,VR2W,69,126173,Robinson J,,Yes,ELEWE,No
DUN-015,DUN,15,3,,,42.83105,-79.47865,,,2016-04-15 17:18:00,2016-11-17 16:36:00,12.5,,,VR2W,69,126183,Robinson J,,Yes,ELEWE,No
BAR-058,BAR,58,1,,,46.93745,-84.52377,,,2016-04-16 14:12:00,2016-06-28 15:25:00,4,0.5,3.5,VR2W,69,128791,Gardner W,"",Yes,LSELS,No
BAR-061,BAR,61,1,,,46.94413,-84.52185,,,2016-04-16 14:37:00,2016-06-28 15:39:00,3,0.5,2.5,VR2W,69,128790,Gardner W,"",Yes,LSELS,No
CAR-062,CAR,62,1,,,46.94780,-84.57682,,,2016-04-16 14:55:00,2016-06-17 11:25:00,3,0.5,2.5,VR2W,69,128794,Gardner W,"",No,LSELS,No
